Time (h),ATCC_Glucose,ATCC_Lactate,ATCC_Pyruvate,MBM_NoCarbon,MBM_Glucose,MBM_Lactate,MBM_Pyruvate
3.7,0.00067480001034,4.7242384491e-05,7.6845956167e-05,5e-06,0.00016202871824,2.665599876e-05,6.1760895581e-05
3.75,0.00072098365247,4.8698140104e-05,7.973604197e-05,5e-06,0.00016982578163,2.7265716727e-05,6.389498394e-05
3.8000000000000003,0.00077029638821,5.0198754256e-05,8.2734793536e-05,5e-06,0.00017799797345,2.7889381124e-05,6.6102812641e-05
3.85,0.0008229000796,5.1745609247e-05,8.5846294143e-05,5e-06,0.00018656333082,2.8527310954e-05,6.8386929592e-05
3.9000000000000004,0.0008775468770000003,5.3340129970000014e-05,8.907478025700002e-05,5e-06,0.00019554075640000008,2.9179832520000007e-05,7.074997072700003e-05
3.95,0.00091499480434,5.4983785225e-05,9.2424647242e-05,5e-06,0.00020495005951,2.9847279586e-05,7.319466305e-05
4.0,0.00094985950934,5.6678089075e-05,9.5900455292e-05,5e-06,0.00021481199927,3.0529993552e-05,7.572382778e-05
4.05,0.00097387462505,5.8424602235e-05,9.9506935571e-05,5e-06,0.00022514832953,3.1228323626e-05,7.8340383605e-05
4.1000000000000005,0.00097387462505,6.0224933515000034e-05,0.00010324899659000007,5e-06,0.0002359818459300002,3.194262700600001e-05,8.104735004900005e-05
4.15,0.00097387462505,6.20807413e-05,0.00010713173079,5e-06,0.0002473364349,3.2673269056e-05,8.3847850951e-05
4.2,0.00097387462505,6.3993735076e-05,0.00011116042141,5e-06,0.00025923712481,3.3420623502e-05,8.6745118075e-05
4.25,0.00097387462505,6.5965677008e-05,0.00011534054953,5e-06,0.00027171013913,3.4185072616e-05,8.9742494828e-05
4.3,0.00097387462505,6.7998383559e-05,0.00011967780145,5e-06,0.00028478295167,3.4967007412e-05,9.2843440122e-05
4.3500000000000005,0.00097387462505,7.0093727167e-05,0.00012417807629,5e-06,0.00029848434374,3.5766827853e-05,9.605153236e-05
4.4,0.00097387462505,7.225363797e-05,0.00012884749382,5e-06,0.00031284446307,3.6584943045e-05,9.9370473562e-05
4.45,0.00097387462505,7.4480105579e-05,0.00013369240264,5e-06,0.0003278948841,3.7421771456e-05,0.00010280409363
4.5,0.00097387462505,7.6775180918e-05,0.00013871938861,5e-06,0.00034366866921,3.8277741124e-05,0.00010635635478
4.55,0.00097387462505,7.9140978105e-05,0.00014393528356,5e-06,0.00036020042962,3.9153289878e-05,0.00011003135607
4.6000000000000005,0.00097387462505,8.1579676408e-05,0.0001493471743,5e-06,0.00037752638459,4.004886556e-05,0.00011383333818
4.65,0.00097387462505,8.4093522245e-05,0.00015496241194,5e-06,0.00039568441578,4.096492626e-05,0.00011776668824
4.7,0.00097387462505,8.6684831258e-05,0.00016078862153,5e-06,0.00041471411167,4.1901940542e-05,0.00012183594493
