0	1E-9
1	1.0111067441E-9
2	1.022336848E-9
3	1.0336916818E-9
4	1.0451726308E-9
5	1.0567810958E-9
6	1.068518493E-9
7	1.0803862545E-9
8	1.0923858282E-9
9	1.104518678E-9
10	1.1167862844E-9
11	1.1291901439E-9
12	1.1417317699E-9
13	1.1544126925E-9
14	1.1672344589E-9
15	1.1801986334E-9
16	1.1933067976E-9
17	1.2065605509E-9
18	1.2199615102E-9
19	1.2335113105E-9
20	1.247211605E-9
